image_id,original,ooi,objects_disappeared,objects_other,n_distinct_objects,masked_area,total_area,height,width,p_masked,entropy,BG,person,bicycle,car,motorcycle,airplane,bus,train,truck,boat,traffic light,fire hydrant,stop sign,parking meter,bench,bird,cat,dog,horse,sheep,cow,elephant,bear,zebra,giraffe,backpack,umbrella,handbag,tie,suitcase,frisbee,skis,snowboard,sports ball,kite,baseball bat,baseball glove,skateboard,surfboard,tennis racket,bottle,wine glass,cup,fork,knife,spoon,bowl,banana,apple,sandwich,orange,broccoli,carrot,hot dog,pizza,donut,cake,chair,couch,potted plant,bed,dining table,toilet,tv,laptop,mouse,remote,keyboard,cell phone,microwave,oven,toaster,sink,refrigerator,book,clock,vase,scissors,teddy bear,hair drier,toothbrush
57,https://s3.amazonaws.com/deepangelai/results/cat/8817c0b2-8a1d-4e7c-b415-e464e8450913/original.jpg,cat,1,0,1,26384,283200,472,600,0.093163842,7.43180756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,https://s3.amazonaws.com/deepangelai/results/person/a252e9ae-c73d-4a56-9f22-1d211949e727/original.jpg,person,1,0,1,23443,656640,608,1080,0.03570145,6.402010328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,https://s3.amazonaws.com/deepangelai/results/person/cf2eed7b-7638-4e98-a484-b0a8b1723b4e/original.jpg,person,2,0,1,10528,1486848,1056,1408,0.007080751,7.980654595,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,https://s3.amazonaws.com/deepangelai/results/person/1c8f2685-0849-4b99-bbe0-0cfa0f5dd546/original.jpg,person,3,2,3,121530,1488384,912,1632,0.081652316,7.481455797,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,https://s3.amazonaws.com/deepangelai/results/fork/b1e8c82e-32f6-4c2a-9823-c13ac02da935/original.jpg,fork,0,2,2,0,1486848,1056,1408,0,4.250593704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,https://s3.amazonaws.com/deepangelai/results/person/658650c8-d67c-452a-8d68-0c3313a7bdb7/original.jpg,person,1,0,1,10584,691200,720,960,0.0153125,7.837376795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,https://s3.amazonaws.com/deepangelai/results/person/a7cc0d5b-48cd-4ed4-9354-5e83d083170f/original.jpg,person,2,6,4,72372,1486848,1056,1408,0.04867478,4.002554998,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
64,https://s3.amazonaws.com/deepangelai/results/cat/5e3eb15a-6984-4297-8524-dcd99cf9e6a0/original.jpg,cat,0,3,3,0,295872,552,536,0,6.196073184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,https://s3.amazonaws.com/deepangelai/results/person/cd450e92-1de8-4080-badc-5223939f26d0/original.jpg,person,6,3,4,100795,1486848,1056,1408,0.067791059,6.703367066,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,https://s3.amazonaws.com/deepangelai/results/person/6f99a0a4-f7e6-4470-b601-b0ac1411cacb/original.jpg,person,7,2,3,99913,1488384,912,1632,0.06712851,4.66651332,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,https://s3.amazonaws.com/deepangelai/results/person/27f04501-472a-46dd-87f3-a9b65383d3cc/original.jpg,person,3,6,5,8274,121024,248,488,0.068366605,5.235836998,0,3,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,https://s3.amazonaws.com/deepangelai/results/person/e508d654-5ee0-45c5-8cb4-521c9f353c34/original.jpg,person,23,1,2,337152,1235584,784,1576,0.272868538,6.724382661,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,https://s3.amazonaws.com/deepangelai/results/person/bb19bb62-49d1-4ce7-88f4-d6bea71d9174/original.jpg,person,3,2,3,114983,1486848,1408,1056,0.077333393,5.513691698,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,https://s3.amazonaws.com/deepangelai/results/dog/77fe2f81-af7c-4f3b-8709-6b38989ecb71/original.jpg,dog,2,3,4,16748,407232,504,808,0.041126434,8.163943934,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,https://s3.amazonaws.com/deepangelai/results/person/b2082047-b20a-4d8e-adba-5732f3b178f5/original.jpg,person,23,2,3,452802,1495296,1056,1416,0.302817636,6.815236185,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,https://s3.amazonaws.com/deepangelai/results/person/3b2da2ba-a912-46ab-8bed-b63d244d132c/original.jpg,person,1,0,1,32526,230400,360,640,0.141171875,2.65597488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,https://s3.amazonaws.com/deepangelai/results/person/23dc2734-619d-4269-8868-e69d2bc46099/original.jpg,person,4,2,3,420416,921600,1280,720,0.456180556,4.341441955,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,https://s3.amazonaws.com/deepangelai/results/cat/1779ba18-9a49-4e22-b3ad-96ae4158a605/original.jpg,cat,1,3,4,58724,1486848,1056,1408,0.039495631,4.871718069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,https://s3.amazonaws.com/deepangelai/results/wine%20glass/8833cc31-ee5a-463f-9698-a160fb6bc871/original.jpg,wine%20glass,0,12,9,0,1486848,1408,1056,0,5.80796003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,https://s3.amazonaws.com/deepangelai/results/person/2ac1112f-3690-4da1-802a-bb0343439660/original.jpg,person,3,0,1,33008,47872,272,176,0.689505348,5.44483559,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,https://s3.amazonaws.com/deepangelai/results/airplane/f584bf79-c75f-4181-81d8-3641fff6d82e/original.jpg,airplane,1,0,1,24056,345728,584,592,0.069580711,6.417276479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,https://s3.amazonaws.com/deepangelai/results/tie/e0ae266f-9892-4d97-aafc-1701dd7505be/original.jpg,tie,0,1,1,0,14400,120,120,0,1.772599067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,https://s3.amazonaws.com/deepangelai/results/person/acc4e63c-7966-4159-a0e9-761b262d418c/original.jpg,person,1,2,2,28224,1166400,1080,1080,0.024197531,7.30724288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,https://s3.amazonaws.com/deepangelai/results/cat/88a1fa9e-8348-42d0-bf29-edbd0bb5d82c/original.jpg,cat,1,0,1,154449,518400,720,720,0.297934028,5.400988904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,https://s3.amazonaws.com/deepangelai/results/boat/e7db8c4e-ed92-4455-a3dd-a393c6ed4893/original.jpg,boat,1,0,1,87941,1497920,1208,1240,0.058708743,4.686471268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,https://s3.amazonaws.com/deepangelai/results/person/e7baa4b6-0e52-42eb-8f58-f3d1e347dccb/original.jpg,person,11,2,3,38970,1486848,1408,1056,0.026209808,4.883076623,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,https://s3.amazonaws.com/deepangelai/results/cat/c1fc33b5-1ddc-402f-9fdf-b33f53c7daba/original.jpg,cat,1,3,3,44280,1495296,1056,1416,0.029612866,5.532254268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
84,https://s3.amazonaws.com/deepangelai/results/person/f30fd515-17b5-47e0-ba3a-bc82b407ac6c/original.jpg,person,2,1,2,55731,1486080,1080,1376,0.037502019,5.260184133,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,https://s3.amazonaws.com/deepangelai/results/person/fc457c9f-dfdc-4163-9e2e-9a58f6838488/original.jpg,person,1,0,1,165984,204160,464,440,0.813009404,6.081370011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,https://s3.amazonaws.com/deepangelai/results/traffic%20light/9c192d9d-7dc0-4539-81ff-85d29887b6b2/original.jpg,traffic%20light,0,7,2,0,1486848,1056,1408,0,4.467628459,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,https://s3.amazonaws.com/deepangelai/results/person/5027792f-bf6e-4da3-8d7a-afca4874701b/original.jpg,person,1,0,1,3552,48256,232,208,0.073607427,7.358566313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,https://s3.amazonaws.com/deepangelai/results/person/039448c3-6f31-477e-96ee-abfdd1d02fd9/original.jpg,person,26,1,2,1110156,1494336,1032,1448,0.742909225,6.272934737,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,https://s3.amazonaws.com/deepangelai/results/car/9427561e-ab4e-4149-8ce1-fa747f012f1e/original.jpg,car,0,1,1,0,49152,192,256,0,7.358249078,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,https://s3.amazonaws.com/deepangelai/results/boat/1116dafc-a97f-42b8-a7f6-d9afca7845af/original.jpg,boat,6,8,2,386299,1486848,1056,1408,0.259810687,7.260710741,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,https://s3.amazonaws.com/deepangelai/results/person/a87f36ad-a989-4cba-96de-57b1a09c92c7/original.jpg,person,1,0,1,210,47872,176,272,0.004386698,7.265681892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,https://s3.amazonaws.com/deepangelai/results/person/66875de0-33ca-46bb-9c86-a51900bec97e/original.jpg,person,1,0,1,9750,984064,992,992,0.009907892,4.777447052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,https://s3.amazonaws.com/deepangelai/results/person/55dae7ea-16bd-4145-b35f-9ec9a662137b/original.jpg,person,3,5,6,30922,345216,464,744,0.089572905,4.765697551,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,https://s3.amazonaws.com/deepangelai/results/person/21fc5c8d-fc40-4c84-9106-5bb8bba274fa/original.jpg,person,1,3,2,265408,1486848,1056,1408,0.178503788,7.051087614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,https://s3.amazonaws.com/deepangelai/results/person/93602517-3594-463d-867d-2f34d48bcb32/original.jpg,person,1,1,2,1734,480000,600,800,0.0036125,6.600524014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,https://s3.amazonaws.com/deepangelai/results/person/7c671b29-6868-4ef8-a091-70718df2412f/original.jpg,person,22,0,1,1836849,1492224,1392,1072,1.23094723,5.791633904,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,https://s3.amazonaws.com/deepangelai/results/handbag/e1e573d9-5bb7-4efc-a9b5-858233d91995/original.jpg,handbag,0,16,5,0,1486848,1056,1408,0,6.285149445,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,https://s3.amazonaws.com/deepangelai/results/person/57f48029-f13e-434f-8711-a35bc59ea6c9/original.jpg,person,1,0,1,14850,921600,720,1280,0.016113281,6.391993596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,https://s3.amazonaws.com/deepangelai/results/cat/a499ca1b-1f28-4fcd-8a6a-c8eae6cf1b79/original.jpg,cat,1,2,2,120717,425152,728,584,0.28393845,4.712125917,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,https://s3.amazonaws.com/deepangelai/results/person/aa06210b-8b0f-4e4c-8c41-2e1c16909fc7/original.jpg,person,2,5,6,138020,1085440,1280,848,0.127155808,6.17647367,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101,https://s3.amazonaws.com/deepangelai/results/sports%20ball/47e2223c-4010-4cf8-8669-b6e46b658d9d/original.jpg,sports%20ball,0,4,2,0,49280,176,280,0,6.65461992,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,https://s3.amazonaws.com/deepangelai/results/person/8902d062-132e-4560-b281-ad7d9cc97114/original.jpg,person,1,0,1,33390,514560,536,960,0.064890392,4.735147826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,https://s3.amazonaws.com/deepangelai/results/person/6e1e7560-cecb-460f-95e7-11d3fcf81020/original.jpg,person,2,2,3,27437,240000,400,600,0.114320833,4.29168655,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,https://s3.amazonaws.com/deepangelai/results/person/878d4d94-c6c5-4595-bc30-e608017120c5/original.jpg,person,1,1,2,54340,1497600,1200,1248,0.036284722,5.232113922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,https://s3.amazonaws.com/deepangelai/results/person/b8843395-2888-43d4-a2ef-3de0f9f79f0f/original.jpg,person,2,4,2,8244,614400,640,960,0.013417969,6.423458084,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,https://s3.amazonaws.com/deepangelai/results/bicycle/7e5c09df-4252-4f7e-8855-544269a84d3e/original.jpg,bicycle,0,20,5,0,1486848,1056,1408,0,6.339559016,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,https://s3.amazonaws.com/deepangelai/results/car/3adf3637-1845-4ffc-be10-8e6552205129/original.jpg,car,2,1,2,16504,599040,624,960,0.027550748,6.530532862,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,https://s3.amazonaws.com/deepangelai/results/person/73995528-c325-4af9-9b22-05bdf921da48/original.jpg,person,1,2,3,49698,1430400,1192,1200,0.034744128,5.481439003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,https://s3.amazonaws.com/deepangelai/results/person/254bdaaa-0150-4265-8625-34d35d5ad733/original.jpg,person,1,2,3,79104,1487104,592,2512,0.053193321,6.828602551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,https://s3.amazonaws.com/deepangelai/results/cat/29fb07e2-f72c-49bf-9892-0c7e9607e191/original.jpg,cat,1,0,1,2241,49280,176,280,0.045474838,6.113797782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
