image_id,original,angel,object,rating
112,https://s3.amazonaws.com/deepangelai/results/person/37a5b138-8690-4d95-bd37-f2de7d83d6d0/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/37a5b138-8690-4d95-bd37-f2de7d83d6d0/box/_100.jpg,person,3
113,https://s3.amazonaws.com/deepangelai/results/tennis%20racket/c9bffc51-f801-419b-9983-c35b96fbc216/original.jpg,https://s3.amazonaws.com/deepangelai/results/tennis%20racket/c9bffc51-f801-419b-9983-c35b96fbc216/box/_100.jpg,tennis%20racket,4
114,https://s3.amazonaws.com/deepangelai/results/person/5f1dc78d-da82-4365-a78f-acc0365c5bcb/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/5f1dc78d-da82-4365-a78f-acc0365c5bcb/box/_100.jpg,person,4
115,https://s3.amazonaws.com/deepangelai/results/person/53ef028b-4eef-4d1d-b5ca-aee6ceeb4d78/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/53ef028b-4eef-4d1d-b5ca-aee6ceeb4d78/box/_100.jpg,person,3
116,https://s3.amazonaws.com/deepangelai/results/cat/44614380-2cb5-4f0a-9c06-6536d5e95883/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/44614380-2cb5-4f0a-9c06-6536d5e95883/box/_100.jpg,cat,1
117,https://s3.amazonaws.com/deepangelai/results/cat/aba01be2-a385-4da1-94d5-4a0cf5387dbf/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/aba01be2-a385-4da1-94d5-4a0cf5387dbf/box/_100.jpg,cat,1
118,https://s3.amazonaws.com/deepangelai/results/person/83ecad54-094b-4ce8-b36a-6223bb8d2f9a/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/83ecad54-094b-4ce8-b36a-6223bb8d2f9a/box/_100.jpg,person,3
119,https://s3.amazonaws.com/deepangelai/results/elephant/73e6e1df-26ad-41c8-8f9b-9ebf8b875a63/original.jpg,https://s3.amazonaws.com/deepangelai/results/elephant/73e6e1df-26ad-41c8-8f9b-9ebf8b875a63/box/_100.jpg,elephant,1
120,https://s3.amazonaws.com/deepangelai/results/person/d90bcc4c-e0c9-4641-a431-a73022d0d206/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d90bcc4c-e0c9-4641-a431-a73022d0d206/box/_100.jpg,person,4
121,https://s3.amazonaws.com/deepangelai/results/person/58298b87-985c-4eab-acdb-07551f8c0161/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/58298b87-985c-4eab-acdb-07551f8c0161/box/_100.jpg,person,4
122,https://s3.amazonaws.com/deepangelai/results/sports%20ball/3c6743d1-1555-4910-a427-c2bcda1b7f12/original.jpg,https://s3.amazonaws.com/deepangelai/results/sports%20ball/3c6743d1-1555-4910-a427-c2bcda1b7f12/box/_100.jpg,sports%20ball,1
123,https://s3.amazonaws.com/deepangelai/results/person/77fb9718-a23b-45dd-a416-2ccc27cecdaf/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/77fb9718-a23b-45dd-a416-2ccc27cecdaf/box/_100.jpg,person,4
124,https://s3.amazonaws.com/deepangelai/results/person/2ab714d3-e30e-4294-9129-463dbad02799/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/2ab714d3-e30e-4294-9129-463dbad02799/box/_100.jpg,person,3
125,https://s3.amazonaws.com/deepangelai/results/person/492e3d29-ae23-42cd-9572-4e3298eee73a/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/492e3d29-ae23-42cd-9572-4e3298eee73a/box/_100.jpg,person,4
126,https://s3.amazonaws.com/deepangelai/results/person/169fab32-46ae-4ac3-9f95-d57f8cb3c6f2/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/169fab32-46ae-4ac3-9f95-d57f8cb3c6f2/box/_100.jpg,person,1
127,https://s3.amazonaws.com/deepangelai/results/person/59bce1e7-6243-4029-ae89-6fd9957f74e5/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/59bce1e7-6243-4029-ae89-6fd9957f74e5/box/_100.jpg,person,1
128,https://s3.amazonaws.com/deepangelai/results/person/d5fefd18-c71f-4f5b-b8aa-1cbbeb390920/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d5fefd18-c71f-4f5b-b8aa-1cbbeb390920/box/_100.jpg,person,2
129,https://s3.amazonaws.com/deepangelai/results/person/ceaf82b0-bcef-49c7-b845-09105083711a/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/ceaf82b0-bcef-49c7-b845-09105083711a/box/_100.jpg,person,3
130,https://s3.amazonaws.com/deepangelai/results/cat/3aa2c556-1dbe-48dc-817e-96556f35b95e/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/3aa2c556-1dbe-48dc-817e-96556f35b95e/box/_100.jpg,cat,4
131,https://s3.amazonaws.com/deepangelai/results/car/b8aaa9c7-7e14-442f-b1dd-62b775598610/original.jpg,https://s3.amazonaws.com/deepangelai/results/car/b8aaa9c7-7e14-442f-b1dd-62b775598610/box/_100.jpg,car,4
132,https://s3.amazonaws.com/deepangelai/results/dog/228a7b38-501e-4d7c-b56b-c02591474bbb/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/228a7b38-501e-4d7c-b56b-c02591474bbb/box/_100.jpg,dog,2
133,https://s3.amazonaws.com/deepangelai/results/stop%20sign/8844fccf-f4f5-497a-9e08-16d71137a8d4/original.jpg,https://s3.amazonaws.com/deepangelai/results/stop%20sign/8844fccf-f4f5-497a-9e08-16d71137a8d4/box/_100.jpg,stop%20sign,4
134,https://s3.amazonaws.com/deepangelai/results/cat/1b9b50a0-49a3-4aad-a426-fb3ff4081424/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/1b9b50a0-49a3-4aad-a426-fb3ff4081424/box/_100.jpg,cat,4
135,https://s3.amazonaws.com/deepangelai/results/person/61bb1348-2c92-4fef-8337-b1e832d4b27b/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/61bb1348-2c92-4fef-8337-b1e832d4b27b/box/_100.jpg,person,3
136,https://s3.amazonaws.com/deepangelai/results/person/ddc7f326-7849-4096-af34-288f00cede91/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/ddc7f326-7849-4096-af34-288f00cede91/box/_100.jpg,person,1
137,https://s3.amazonaws.com/deepangelai/results/dog/eeddcb0c-8dbb-4f6e-9681-f9fa565fb8fe/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/eeddcb0c-8dbb-4f6e-9681-f9fa565fb8fe/box/_100.jpg,dog,1
138,https://s3.amazonaws.com/deepangelai/results/car/9d472978-2b7d-4000-b94a-c00425df0342/original.jpg,https://s3.amazonaws.com/deepangelai/results/car/9d472978-2b7d-4000-b94a-c00425df0342/box/_100.jpg,car,5
139,https://s3.amazonaws.com/deepangelai/results/snowboard/220d6fa9-6632-48c1-a14f-c46e47aac4a6/original.jpg,https://s3.amazonaws.com/deepangelai/results/snowboard/220d6fa9-6632-48c1-a14f-c46e47aac4a6/box/_100.jpg,snowboard,3
140,https://s3.amazonaws.com/deepangelai/results/person/120acf15-3216-4c12-8066-0df6854f6707/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/120acf15-3216-4c12-8066-0df6854f6707/box/_100.jpg,person,3
141,https://s3.amazonaws.com/deepangelai/results/boat/b6a81438-fc96-43cf-b415-3d8920b22892/original.jpg,https://s3.amazonaws.com/deepangelai/results/boat/b6a81438-fc96-43cf-b415-3d8920b22892/box/_100.jpg,boat,9
142,https://s3.amazonaws.com/deepangelai/results/backpack/15b0dd25-7757-4119-9562-78fb69a53838/original.jpg,https://s3.amazonaws.com/deepangelai/results/backpack/15b0dd25-7757-4119-9562-78fb69a53838/box/_100.jpg,backpack,4
143,https://s3.amazonaws.com/deepangelai/results/person/64aaf661-847f-42b6-901b-e1c119423063/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/64aaf661-847f-42b6-901b-e1c119423063/box/_100.jpg,person,3
144,https://s3.amazonaws.com/deepangelai/results/dog/502cabbf-6045-4bf2-bdf2-25f7b3690607/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/502cabbf-6045-4bf2-bdf2-25f7b3690607/box/_100.jpg,dog,9
145,https://s3.amazonaws.com/deepangelai/results/person/dd389717-d018-4676-973f-2e22d407b789/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/dd389717-d018-4676-973f-2e22d407b789/box/_100.jpg,person,4
146,https://s3.amazonaws.com/deepangelai/results/person/2dc6b815-7cc0-4b81-8160-6e88ca8b6f91/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/2dc6b815-7cc0-4b81-8160-6e88ca8b6f91/box/_100.jpg,person,4
147,https://s3.amazonaws.com/deepangelai/results/person/d26811ee-ce45-485f-9179-b4d5b759325f/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d26811ee-ce45-485f-9179-b4d5b759325f/box/_100.jpg,person,3
148,https://s3.amazonaws.com/deepangelai/results/person/49e99fdb-1a9d-47d3-a03d-7c60cb9533c7/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/49e99fdb-1a9d-47d3-a03d-7c60cb9533c7/box/_100.jpg,person,5
149,https://s3.amazonaws.com/deepangelai/results/person/fc1573c4-7a74-46d8-9a31-d9fdb3a0e301/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/fc1573c4-7a74-46d8-9a31-d9fdb3a0e301/box/_100.jpg,person,4
150,https://s3.amazonaws.com/deepangelai/results/dog/56e62bf8-d9a2-4e00-bfff-e39709eb786f/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/56e62bf8-d9a2-4e00-bfff-e39709eb786f/box/_100.jpg,dog,3
151,https://s3.amazonaws.com/deepangelai/results/person/97300fb6-48c0-432e-8247-8319daea5a0e/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/97300fb6-48c0-432e-8247-8319daea5a0e/box/_100.jpg,person,3
152,https://s3.amazonaws.com/deepangelai/results/person/985ec234-2944-4868-8bd3-54fc13888ba6/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/985ec234-2944-4868-8bd3-54fc13888ba6/box/_100.jpg,person,4
153,https://s3.amazonaws.com/deepangelai/results/car/8ef8d28b-b839-42dc-8978-e4b60fe2dfc2/original.jpg,https://s3.amazonaws.com/deepangelai/results/car/8ef8d28b-b839-42dc-8978-e4b60fe2dfc2/box/_100.jpg,car,4
154,https://s3.amazonaws.com/deepangelai/results/person/150cd242-41f4-4572-8520-f525c8ce2de6/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/150cd242-41f4-4572-8520-f525c8ce2de6/box/_100.jpg,person,4
155,https://s3.amazonaws.com/deepangelai/results/cat/d6d5ccae-8edc-4635-85a3-5169e1fa2844/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/d6d5ccae-8edc-4635-85a3-5169e1fa2844/box/_100.jpg,cat,5
156,https://s3.amazonaws.com/deepangelai/results/person/eec6672f-1d99-4791-8029-547c53b2e10e/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/eec6672f-1d99-4791-8029-547c53b2e10e/box/_100.jpg,person,4
157,https://s3.amazonaws.com/deepangelai/results/person/5d0e1bac-a8f0-4a8b-b82a-c9b7a6c0f529/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/5d0e1bac-a8f0-4a8b-b82a-c9b7a6c0f529/box/_100.jpg,person,1
158,https://s3.amazonaws.com/deepangelai/results/person/0bb17dab-627e-4f8d-a94f-d3892541ade9/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/0bb17dab-627e-4f8d-a94f-d3892541ade9/box/_100.jpg,person,3
159,https://s3.amazonaws.com/deepangelai/results/person/c7d4c6ab-40fa-4e1b-bfa0-cb8395351ec4/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/c7d4c6ab-40fa-4e1b-bfa0-cb8395351ec4/box/_100.jpg,person,5
160,https://s3.amazonaws.com/deepangelai/results/elephant/7503e3f4-0c1f-4d85-904c-d3116a42dbf8/original.jpg,https://s3.amazonaws.com/deepangelai/results/elephant/7503e3f4-0c1f-4d85-904c-d3116a42dbf8/box/_100.jpg,elephant,2
161,https://s3.amazonaws.com/deepangelai/results/dog/e9ef1447-7507-4864-9345-29b672162a2d/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/e9ef1447-7507-4864-9345-29b672162a2d/box/_100.jpg,dog,2
162,https://s3.amazonaws.com/deepangelai/results/person/9c0ca361-3ea5-43ae-bee1-9c3a031f11f3/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/9c0ca361-3ea5-43ae-bee1-9c3a031f11f3/box/_100.jpg,person,4
163,https://s3.amazonaws.com/deepangelai/results/person/1f58ed72-9098-404e-9feb-c731e705145e/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/1f58ed72-9098-404e-9feb-c731e705145e/box/_100.jpg,person,5
164,https://s3.amazonaws.com/deepangelai/results/clock/390d425c-ac0c-4fa6-89c5-23fe18f95462/original.jpg,https://s3.amazonaws.com/deepangelai/results/clock/390d425c-ac0c-4fa6-89c5-23fe18f95462/box/_100.jpg,clock,2
165,https://s3.amazonaws.com/deepangelai/results/person/db9c90db-52d9-4229-8ad3-ef0f02195d73/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/db9c90db-52d9-4229-8ad3-ef0f02195d73/box/_100.jpg,person,4
166,https://s3.amazonaws.com/deepangelai/results/person/78ede701-a9c7-49fd-8900-fb86f38108c0/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/78ede701-a9c7-49fd-8900-fb86f38108c0/box/_100.jpg,person,4
167,https://s3.amazonaws.com/deepangelai/results/boat/1bbe9912-a735-4406-b350-4c77b1b0e0f2/original.jpg,https://s3.amazonaws.com/deepangelai/results/boat/1bbe9912-a735-4406-b350-4c77b1b0e0f2/box/_100.jpg,boat,1
168,https://s3.amazonaws.com/deepangelai/results/person/283a4cc3-bbf7-4cbb-a1c1-6659a544ac81/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/283a4cc3-bbf7-4cbb-a1c1-6659a544ac81/box/_100.jpg,person,4
169,https://s3.amazonaws.com/deepangelai/results/person/9570c1e5-c643-4afe-bfc5-158ef49c92ee/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/9570c1e5-c643-4afe-bfc5-158ef49c92ee/box/_100.jpg,person,3
170,https://s3.amazonaws.com/deepangelai/results/cell%20phone/e3093934-109d-44d7-9550-c36889703299/original.jpg,https://s3.amazonaws.com/deepangelai/results/cell%20phone/e3093934-109d-44d7-9550-c36889703299/box/_100.jpg,cell%20phone,4
171,https://s3.amazonaws.com/deepangelai/results/person/72050a10-6011-4121-b7e0-49febb3efed3/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/72050a10-6011-4121-b7e0-49febb3efed3/box/_100.jpg,person,2
172,https://s3.amazonaws.com/deepangelai/results/person/f55269c4-1784-4a86-9137-68d4571d2b0a/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/f55269c4-1784-4a86-9137-68d4571d2b0a/box/_100.jpg,person,3
173,https://s3.amazonaws.com/deepangelai/results/person/71d883ef-9c1f-454e-9ef4-5ccbc1c6616f/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/71d883ef-9c1f-454e-9ef4-5ccbc1c6616f/box/_100.jpg,person,4
174,https://s3.amazonaws.com/deepangelai/results/person/4c6c5ad8-55a7-4a7b-af21-f214c2b161a8/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/4c6c5ad8-55a7-4a7b-af21-f214c2b161a8/box/_100.jpg,person,4
175,https://s3.amazonaws.com/deepangelai/results/person/3997b8f7-9374-48a2-9578-f941ccf143d2/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/3997b8f7-9374-48a2-9578-f941ccf143d2/box/_100.jpg,person,3
176,https://s3.amazonaws.com/deepangelai/results/person/8db83d05-cd38-4681-b981-62a10f415402/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/8db83d05-cd38-4681-b981-62a10f415402/box/_100.jpg,person,1
177,https://s3.amazonaws.com/deepangelai/results/cat/62f15ffb-db6a-475b-a860-69551737da33/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/62f15ffb-db6a-475b-a860-69551737da33/box/_100.jpg,cat,3
178,https://s3.amazonaws.com/deepangelai/results/person/d3c0b262-d46d-4c1b-a5f1-e9587503f2b3/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d3c0b262-d46d-4c1b-a5f1-e9587503f2b3/box/_100.jpg,person,4
179,https://s3.amazonaws.com/deepangelai/results/person/35c208bd-6207-4fda-86a5-c43e7a705340/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/35c208bd-6207-4fda-86a5-c43e7a705340/box/_100.jpg,person,4
180,https://s3.amazonaws.com/deepangelai/results/person/9910f0f6-4ada-4b65-8baa-c3dafd300733/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/9910f0f6-4ada-4b65-8baa-c3dafd300733/box/_100.jpg,person,5
181,https://s3.amazonaws.com/deepangelai/results/person/735bc380-54ed-450e-8701-cc800bf12053/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/735bc380-54ed-450e-8701-cc800bf12053/box/_100.jpg,person,4
182,https://s3.amazonaws.com/deepangelai/results/person/39ae74f1-a337-42c5-9e57-5b20f67df067/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/39ae74f1-a337-42c5-9e57-5b20f67df067/box/_100.jpg,person,1
183,https://s3.amazonaws.com/deepangelai/results/car/a543f981-e018-4649-922b-ccf609263d12/original.jpg,https://s3.amazonaws.com/deepangelai/results/car/a543f981-e018-4649-922b-ccf609263d12/box/_100.jpg,car,3
184,https://s3.amazonaws.com/deepangelai/results/bear/49c0839c-79a2-4184-9705-b204950e7141/original.jpg,https://s3.amazonaws.com/deepangelai/results/bear/49c0839c-79a2-4184-9705-b204950e7141/box/_100.jpg,bear,1
185,https://s3.amazonaws.com/deepangelai/results/person/02389751-7127-4197-b856-17386221ac2e/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/02389751-7127-4197-b856-17386221ac2e/box/_100.jpg,person,4
186,https://s3.amazonaws.com/deepangelai/results/dog/f74bfe50-bc71-432b-a264-3a5687a58842/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/f74bfe50-bc71-432b-a264-3a5687a58842/box/_100.jpg,dog,1
187,https://s3.amazonaws.com/deepangelai/results/dog/7db8d573-8419-425e-8b5e-0d163df33e69/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/7db8d573-8419-425e-8b5e-0d163df33e69/box/_100.jpg,dog,3
188,https://s3.amazonaws.com/deepangelai/results/cat/426ccf0a-bf60-4972-a2ae-e1fb9a524b5a/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/426ccf0a-bf60-4972-a2ae-e1fb9a524b5a/box/_100.jpg,cat,2
189,https://s3.amazonaws.com/deepangelai/results/person/b4d17fad-e575-463f-85ad-b48f0ef50c96/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/b4d17fad-e575-463f-85ad-b48f0ef50c96/box/_100.jpg,person,4
190,https://s3.amazonaws.com/deepangelai/results/person/006baae2-8251-47ca-9885-374fd9120946/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/006baae2-8251-47ca-9885-374fd9120946/box/_100.jpg,person,3
191,https://s3.amazonaws.com/deepangelai/results/cat/b5e6ac78-1a83-405c-9cb6-f49cc7894ca3/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/b5e6ac78-1a83-405c-9cb6-f49cc7894ca3/box/_100.jpg,cat,4
192,https://s3.amazonaws.com/deepangelai/results/person/788e93db-bc9d-44dd-935e-56de3e1419c6/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/788e93db-bc9d-44dd-935e-56de3e1419c6/box/_100.jpg,person,4
193,https://s3.amazonaws.com/deepangelai/results/person/35deee60-d32a-4c76-8ce7-d023c1a8bbad/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/35deee60-d32a-4c76-8ce7-d023c1a8bbad/box/_100.jpg,person,5
194,https://s3.amazonaws.com/deepangelai/results/person/a444cc14-89c2-4b5d-86d1-63d6b6065b51/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/a444cc14-89c2-4b5d-86d1-63d6b6065b51/box/_100.jpg,person,4
195,https://s3.amazonaws.com/deepangelai/results/cat/2750de4f-02a3-4acc-aefa-e8d25c1140b9/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/2750de4f-02a3-4acc-aefa-e8d25c1140b9/box/_100.jpg,cat,5
196,https://s3.amazonaws.com/deepangelai/results/person/d5c6d1ad-e88e-484e-8109-fb1a723f59a9/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d5c6d1ad-e88e-484e-8109-fb1a723f59a9/box/_100.jpg,person,5
197,https://s3.amazonaws.com/deepangelai/results/person/4b1a534d-7126-425f-80c8-de144d19f913/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/4b1a534d-7126-425f-80c8-de144d19f913/box/_100.jpg,person,4
198,https://s3.amazonaws.com/deepangelai/results/person/571b3511-bed0-42b5-8c8e-1e48d9a87466/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/571b3511-bed0-42b5-8c8e-1e48d9a87466/box/_100.jpg,person,4
199,https://s3.amazonaws.com/deepangelai/results/dog/4744e9e1-a7cb-4413-a308-deb5003ffda1/original.jpg,https://s3.amazonaws.com/deepangelai/results/dog/4744e9e1-a7cb-4413-a308-deb5003ffda1/box/_100.jpg,dog,4
200,https://s3.amazonaws.com/deepangelai/results/surfboard/89e1b5a8-4ae4-43ec-8515-0abb43b61474/original.jpg,https://s3.amazonaws.com/deepangelai/results/surfboard/89e1b5a8-4ae4-43ec-8515-0abb43b61474/box/_100.jpg,surfboard,3
201,https://s3.amazonaws.com/deepangelai/results/person/06c0c13a-0aba-4370-a998-780e34df857a/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/06c0c13a-0aba-4370-a998-780e34df857a/box/_100.jpg,person,4
202,https://s3.amazonaws.com/deepangelai/results/car/08f8d4ba-0b01-4862-85cc-41ea73b73589/original.jpg,https://s3.amazonaws.com/deepangelai/results/car/08f8d4ba-0b01-4862-85cc-41ea73b73589/box/_100.jpg,car,3
203,https://s3.amazonaws.com/deepangelai/results/person/aba47c76-d31e-4481-ac72-096896b063bf/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/aba47c76-d31e-4481-ac72-096896b063bf/box/_100.jpg,person,4
204,https://s3.amazonaws.com/deepangelai/results/stop%20sign/7f1bd3d0-428e-4357-94ff-855f7fa5c184/original.jpg,https://s3.amazonaws.com/deepangelai/results/stop%20sign/7f1bd3d0-428e-4357-94ff-855f7fa5c184/box/_100.jpg,stop%20sign,3
205,https://s3.amazonaws.com/deepangelai/results/person/2224642f-266b-48fb-9085-e460bdf68e99/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/2224642f-266b-48fb-9085-e460bdf68e99/box/_100.jpg,person,4
206,https://s3.amazonaws.com/deepangelai/results/person/13e9fe52-e2d5-4a1b-9024-92579c0500d1/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/13e9fe52-e2d5-4a1b-9024-92579c0500d1/box/_100.jpg,person,5
207,https://s3.amazonaws.com/deepangelai/results/person/4ffdc0c1-e94c-4e33-b305-e57993e65a65/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/4ffdc0c1-e94c-4e33-b305-e57993e65a65/box/_100.jpg,person,3
208,https://s3.amazonaws.com/deepangelai/results/person/693e4ae8-f5a0-4cd9-b1a2-8792442553a6/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/693e4ae8-f5a0-4cd9-b1a2-8792442553a6/box/_100.jpg,person,5
209,https://s3.amazonaws.com/deepangelai/results/person/16bd67d6-6132-4519-88da-3a686701da2a/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/16bd67d6-6132-4519-88da-3a686701da2a/box/_100.jpg,person,4
210,https://s3.amazonaws.com/deepangelai/results/person/42061d46-67db-4cec-b66d-39f7e40ec2af/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/42061d46-67db-4cec-b66d-39f7e40ec2af/box/_100.jpg,person,5
211,https://s3.amazonaws.com/deepangelai/results/person/a794e9e5-6cd0-4314-bbd1-89582e77b6cd/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/a794e9e5-6cd0-4314-bbd1-89582e77b6cd/box/_100.jpg,person,4
212,https://s3.amazonaws.com/deepangelai/results/person/c01b64c8-9294-4f9c-944d-238e17d89d5b/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/c01b64c8-9294-4f9c-944d-238e17d89d5b/box/_100.jpg,person,5
213,https://s3.amazonaws.com/deepangelai/results/person/8eee6b62-5251-4316-bc14-fb8c1b9af9c7/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/8eee6b62-5251-4316-bc14-fb8c1b9af9c7/box/_100.jpg,person,5
214,https://s3.amazonaws.com/deepangelai/results/person/d5b61720-dee6-470e-9efc-1296d1a95f6d/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d5b61720-dee6-470e-9efc-1296d1a95f6d/box/_100.jpg,person,4
215,https://s3.amazonaws.com/deepangelai/results/person/98708c11-fc39-42a9-90d1-c566a0c80861/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/98708c11-fc39-42a9-90d1-c566a0c80861/box/_100.jpg,person,5
216,https://s3.amazonaws.com/deepangelai/results/bench/84685226-be29-4c7a-9a1a-5dd29b94d7a6/original.jpg,https://s3.amazonaws.com/deepangelai/results/bench/84685226-be29-4c7a-9a1a-5dd29b94d7a6/box/_100.jpg,bench,4
217,https://s3.amazonaws.com/deepangelai/results/person/8732a2f4-15ab-4de1-a7a2-026ae0d28e57/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/8732a2f4-15ab-4de1-a7a2-026ae0d28e57/box/_100.jpg,person,5
218,https://s3.amazonaws.com/deepangelai/results/person/bef373c2-2585-445b-a78a-edb03db8fa7d/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/bef373c2-2585-445b-a78a-edb03db8fa7d/box/_100.jpg,person,4
219,https://s3.amazonaws.com/deepangelai/results/person/7ce94df7-dcd3-4fac-a455-7dde0979a199/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/7ce94df7-dcd3-4fac-a455-7dde0979a199/box/_100.jpg,person,5
220,https://s3.amazonaws.com/deepangelai/results/person/49a182c4-4db3-47c8-8649-c694cfd15dbd/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/49a182c4-4db3-47c8-8649-c694cfd15dbd/box/_100.jpg,person,3
221,https://s3.amazonaws.com/deepangelai/results/cat/da55df60-b6b3-4065-a3b4-b7a899993b0b/original.jpg,https://s3.amazonaws.com/deepangelai/results/cat/da55df60-b6b3-4065-a3b4-b7a899993b0b/box/_100.jpg,cat,4
222,https://s3.amazonaws.com/deepangelai/results/person/451479f7-1b1e-4726-b600-97147388808b/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/451479f7-1b1e-4726-b600-97147388808b/box/_100.jpg,person,5
223,https://s3.amazonaws.com/deepangelai/results/person/8e37e939-3f55-426c-b76c-4c1d20c233ae/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/8e37e939-3f55-426c-b76c-4c1d20c233ae/box/_100.jpg,person,4
224,https://s3.amazonaws.com/deepangelai/results/person/ec348575-8c85-471c-9fa0-4b546786aa1e/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/ec348575-8c85-471c-9fa0-4b546786aa1e/box/_100.jpg,person,5
225,https://s3.amazonaws.com/deepangelai/results/person/e37349c5-0b8e-4f99-937a-9f6fbd79af93/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/e37349c5-0b8e-4f99-937a-9f6fbd79af93/box/_100.jpg,person,1
